ID,TOPIC,LIKES,STARTED,HOWMANYMONTHSOLD,CATEGORY,PROARGUER,CONARGUER
152,Should Bush keep sending troops to Iraq?,0,12/6/2007,158.8,Politics,Conspicuous_Conservative,Gege
155,SAN FRANCISCO 49ERS ARE AN ALL-TIME BETTER TEAM THAN THE OAKLAND RAIDERS ALL-TIME,0,12/6/2007,158.83333333333334,Sports,frank_gore_is_da_best,nerdyandnotsoproud
157,What is the best alternate transportation fuel to replace gas -? I argue that it is hydrogen.,0,12/6/2007,158.83333333333334,Science,Solarman1969,james94
158,Resolved: The United States Federal Government should establish a Nation Health Care System.,0,12/7/2007,158.83333333333334,Health,thesophist,righty10294
159,Is Home Schooling The Answer,0,12/7/2007,158.76666666666668,Education,happy2b,shreya
161,death penalty,-3,12/7/2007,158.76666666666668,Society,mariahsaywhaaa,marge11
162,gay marriage,0,12/7/2007,158.76666666666668,Society,marge11,HatedvsLoved
163,Abortion is right,0,12/7/2007,158.76666666666668,Society,mariahsaywhaaa,HatedvsLoved
164,"In middle school, the band course is more challenging than the chorus course.",0,12/7/2007,158.8,Arts,maymay43210,Lennox
165,Resolved:the Ivy League has lost its prestige and allure as many non-Ivy schools have exceeded them.,0,12/7/2007,158.83333333333334,Education,Lennox,Lysis17
166,Ichiro > A-rod,0,12/7/2007,158.8,Sports,BravesFan33,RepublicanView333
167,Women should not have the same rights as men.,0,12/7/2007,158.76666666666668,Education,christ88,nitya
168,Is democracy the best type of government there is?,0,12/8/2007,158.73333333333332,Politics,yoon172,or8560
169,The loss of Television programming due to the Stike,0,12/8/2007,158.73333333333332,Entertainment,Solarman1969,Rob
170,national health care,1,12/8/2007,158.73333333333332,Politics,lindsay,Smashlove
173,National Health Care & Abortion.,0,12/8/2007,158.8,Politics,gonovice,bethanyann09
176,Middle School Chorus is harder than Middle School band.,0,12/8/2007,158.8,Arts,jgirl247,maymay43210
177,Gay marriage,0,12/8/2007,158.76666666666668,Politics,conbot10,christ88
178,Middle school Chorus is harder than middle schoolband.,0,12/8/2007,158.8,Arts,jgirl247,Fenrir
180,US has been propagandizing against Cuba and trying to overthrow Castro 4 sake of global captalism,0,12/8/2007,158.76666666666668,Politics,Harlan,righty10294
184,The US has a right to stop Iran from obtaining a nuclear weapon.,0,12/9/2007,158.7,Politics,rkmcdaniel,Demosthenes
185,Should the United States withdraw from the United Nations?,0,12/9/2007,158.76666666666668,Politics,debaterjake,Merlingazo
186,Is there a Creator God?,0,12/9/2007,158.7,Religion,robzilla180,Solarman1969
187,gay marriage,0,12/9/2007,158.7,Politics,conbot10,paul_tigger
189,Should we bring back the Bible in our school system?,0,12/9/2007,158.7,Education,impactyourworld89,Harlan
191,cloning of endangered species.,0,12/9/2007,158.76666666666668,Science,tepman45,pallkvaran
192,bounty hunting,0,12/9/2007,158.86666666666667,Society,tepman45,jimmybush
193,There is most likely no life after death,0,12/9/2007,158.7,Religion,Rob,james94
194,"Smoking while pregnant is child abuse, and should be illegal.",0,12/9/2007,158.73333333333332,Health,candice,rkmcdaniel
196,Liberalism and the Democrat Teachers Unions are destroying public education in America,0,12/9/2007,158.7,Education,Solarman1969,Cricket
197,the Clintons are the most corrupt politicians ever in the history of the US government,1,12/9/2007,158.7,Politics,Solarman1969,mrmatt505
198,911 inside job?,0,12/10/2007,158.7,Politics,vxd9772,Guardian27
199,Sexual relations with animals should be allowed,0,12/10/2007,158.66666666666666,Society,pallkvaran,candice
202,Dennis Kucinich is the only Democratic presidential candidate who can beat a Republican in 2008.,0,12/10/2007,158.7,Politics,patrioticintellect,lindsay
203,The government stealing from you and giving it to someone else.,0,12/10/2007,158.7,Politics,bringtheshred429,Ragnar_Rahl
204,Theory of evolution,0,12/10/2007,158.83333333333334,Science,stupidmidget,aliasuser
206,"A true ""Conservative Republican"" Would Favor the Legalization and/or Decriminalization of Marijuana",1,12/10/2007,158.66666666666666,Politics,lindsay,mrmatt505
208,America is a Christian Nation,1,12/10/2007,158.7,Politics,robzilla180,Ozymandias
209,The United States should stop all unconditioned aid to Africa,1,12/10/2007,158.73333333333332,Politics,mrmatt505,MikeGarcia
211,A Financial Management Course Should Be Required Curriculum At All Colleges And Universities,0,12/11/2007,158.7,Education,Nate,Ragnar_Rahl
213,"""Global Warming"" is a hoax",0,12/11/2007,158.63333333333333,Science,ReaganConservative,sethgecko13
214,"Abortion should be outlawed, and being ""pro-choice"" is equivalent to being ""pro-abortion.""",0,12/11/2007,158.66666666666666,Politics,MikeGarcia,nicolettesue
215,Same-sex Marriages,0,12/11/2007,158.63333333333333,Politics,Fenrir,MikeGarcia
216,Will America Be Safer and more Prosperous under a Ron Paul Presidency?,0,12/11/2007,158.7,Politics,QuantumBios,Fuego
222,war on terror,0,12/11/2007,158.63333333333333,Politics,stupidmidget,nebosleeper
223,The Democratic Party fights for Jewish values.,0,12/11/2007,158.66666666666666,Politics,afeinberg,adamh
225,Batman Could Beat the Crud Out of Anyone,0,12/11/2007,158.63333333333333,Entertainment,topher,shouldofbeenacowboy
228,Barack Obama is the best major political candidate to lead the United States starting in 2009.,0,12/11/2007,158.66666666666666,Politics,FormerNavy,the_last_Patriot
230,Is the Liberal Party truly Anti-American?,0,12/11/2007,158.63333333333333,Politics,the_last_Patriot,jbruner
232,Democratic liberals (from California) involvement in Alaskan environmentalism.,0,12/11/2007,158.66666666666666,Politics,MayorJesse,rshortman
233,Implementing Universal Health Care is a Bad Idea,0,12/11/2007,158.7,Politics,cjet79,repete21
234,"Should we,the U.S. supply health disease survalience services to Africa for African Typanosomiasis?",0,12/11/2007,158.7,Health,Faith_in_my_words,DrAcula
235,The Republican party can win if if goes back to the reason for it's original success,0,12/11/2007,158.66666666666666,Politics,SolaGratia,DrAcula
236,"If you're ""pro-life"" then you necessarily must be against sexual reproduction",0,12/11/2007,158.63333333333333,Society,kvaughan,DrAcula
238,"Parenting in the US needs to be more strict, and punishment should be more harsh",0,12/11/2007,158.7,Society,repete21,bglwfy
239,Military interventionism is a poor tactic for making the world freer and safer.,0,12/11/2007,158.63333333333333,Politics,dullurd,DrAcula
240,Most Peoples' problem with SSM is that they believe it would force churches to marry SameSex Couples,0,12/11/2007,158.7,Politics,OhioForHillary,DrAcula
241,flag burning,1,12/11/2007,158.63333333333333,Politics,TheLibertarian,frank_gore_is_da_best
242,Imperialism is bad for either the imperialist or the conquered.,0,12/11/2007,158.73333333333332,Politics,TheLibertarian,Napier
243,The world would be better off if Germany had won WW1,1,12/11/2007,158.63333333333333,Politics,DrAcula,Korezaan
244,The 66-book bible translated from original language unedited is the only valid religious text.,0,12/11/2007,158.66666666666666,Religion,Leonitus_Trujillo,kvaughan
245,Not getting children vaccinated,0,12/11/2007,158.63333333333333,Health,asian_invasion,kels1123
246,The United States should continue efforts in Iraq without a time-table for redeployment.,0,12/11/2007,158.66666666666666,Politics,DrAcula,willact723
247,Infanticide is morally permissable.,0,12/11/2007,158.66666666666666,Religion,YaleMM,DrAcula
248,The Democrats will win the presidency in 2008.,0,12/11/2007,158.63333333333333,Politics,Sivispacem08,TheLibertarian
249,War in libertarianism,0,12/11/2007,158.8,Politics,tbarber001,cjet79
250,Video games are not bad,-1,12/11/2007,158.66666666666666,Technology,whitesoxfan450,DrAcula
251,Is Hillary Clinton going to win the 2008 Presidential Ellection?,0,12/11/2007,158.66666666666666,Politics,cgb003,Napier
252,Virus is alive,0,12/11/2007,158.63333333333333,Science,magpie,cjet79
253,"The ""pro-life"" position must necessarily reject sexual reproduction",0,12/11/2007,158.7,Religion,kvaughan,Fenrir
260,We Need a Border Wall,0,12/11/2007,158.66666666666666,Politics,TheGreatDebate,DrAcula
262,We (The US Government) should not give monetary aid to Africa,0,12/11/2007,158.66666666666666,Politics,soundandfury11,whitesoxfan450
264,DS's are fun on long debate trips,0,12/11/2007,158.66666666666666,Education,RebeccaDAdabater,whitesoxfan450
265,"Affirmative Action, do you like, or not?",0,12/11/2007,158.66666666666666,Politics,YaleMM,Kalea11488
266,"""Abstinence-only"" sex education has not been effective.",0,12/11/2007,158.63333333333333,Education,Maddy,YaleMM
271,"I am God, and you do not exist.",0,12/12/2007,158.6,Religion,Fenrir,darkenedcorridor
272,The Iraq War was necessary,1,12/12/2007,158.6,Politics,ReaganConservative,midgetjoe
273,"Going out is all about making an effort, about suiting the clothes to the activity.",0,12/12/2007,158.76666666666668,Society,Maddy,halcyon
274,"If not for her husband, Hillary Clinton wouldn't be a prime contender for the Democratic nomination.",1,12/12/2007,158.66666666666666,Politics,MikeGarcia,mrmatt505
275,"Rap music of the ""gangsta"" variety is degrading our society",1,12/12/2007,158.6,Arts,Kristallo,clsmooth
276,Should the United States try to establish a stable democracy in Iraq?,0,12/12/2007,158.63333333333333,Politics,sethgecko13,PatrickHenry
277,Going to war with Iran is in the best interest of the United States.,0,12/12/2007,158.6,Politics,hattopic,willact723
279,Iraq war/Afghanistan War/War on Terror,1,12/12/2007,158.6,Politics,MarineCorpsConservative,clsmooth
280,The US Government shall lower the drinking age requirement to 19.,0,12/12/2007,158.63333333333333,Society,nickman,clsmooth
281,Rap music.,0,12/12/2007,158.6,Arts,clsmooth,stupidmidget
283,Current Drinking Age,0,12/12/2007,158.6,Society,kels1123,audraxheartsxyou
286,Is the glass half full?,0,12/12/2007,158.63333333333333,Arts,stupidmidget,repete21
287,Che Guevara was a murderous thug and the kids that walk around wearing his shirts are morons!,1,12/12/2007,158.63333333333333,Politics,TheCubanMissile,TheLibertarian
288,Patriotism is the best quality one can have.,0,12/12/2007,158.6,Politics,conservativemike08,mariahsaywhaaa
290,The U.S. economy is a fraud based on the Federal Reserve System of fiat money and legal-tender laws.,0,12/12/2007,158.6,Miscellaneous,clsmooth,Nate
291,A just society ought NOT use the death penalty as a form of punishment.,0,12/12/2007,158.63333333333333,Politics,lincoln-douglasdebater91,clsmooth
292,evolution is wrong,-1,12/12/2007,158.6,Religion,Cooperman88,Rob
294,"Wars have been, and will continue to be, generally necessary; with good results common.",0,12/12/2007,158.66666666666666,Society,rkmcdaniel,TheLibertarian
295,Mankind is developed enough where we should no longer need territory,0,12/12/2007,158.63333333333333,Society,Darth_Grievous_42,repete21
297,Citizens ought to possess handguns.,0,12/12/2007,158.66666666666666,Politics,BrownEyedAlto932,rha819
298,"Israel should use preemptive military strikes against Iran, to take out their nuclear program.",0,12/12/2007,158.63333333333333,Politics,AK-47debater,asian_invasion
301,Abortion Is Morally Permissible in Most Cases for which It Occurs,1,12/12/2007,158.6,Society,schoolglutton,frank_gore_is_da_best
302,Gay Rights and Marrige,0,12/12/2007,158.63333333333333,Society,iloveher666,james94
305,"Barack Obama; Pro, or Con?",0,12/12/2007,158.63333333333333,Politics,cherrychocolate,independentprogressive
306,The Legal Drinking and Gambling Age Should be Reduced to 18,0,12/12/2007,158.63333333333333,Society,Vexonn,TheLibertarian
309,Debate.org is an extremly flawed site,-1,12/12/2007,158.6,Technology,JoeDSileo1988,nrw
310,The Military Commissions Act of 2006 should be repealed.,0,12/12/2007,158.66666666666666,Politics,iq_two,PatrickHenry
311,Bush invade Iran,0,12/12/2007,158.66666666666666,Politics,stody22,asian_invasion
313,Peter Singer is my hero: Utilitarianism is a reasonable argument.,-1,12/12/2007,158.7,Society,wingnut2280,BrownEyedAlto932
315,Drilling in the Alaskan National Wildlife Reserve (ANWR) should be blocked from oil extraction.,0,12/12/2007,158.63333333333333,Politics,mahoneysean,repete21
316,Net Neutrality,0,12/12/2007,158.66666666666666,Technology,thrica,JGunn
319,US has the right to pursue millitary options in Iran,0,12/12/2007,158.7,Politics,TheLibertarian,Eradicatorer
320,The images offered by debate.org are sexist.,0,12/12/2007,158.63333333333333,Society,iq_two,RScinteie
321,High School Service Learning Requirements Should Be Eliminated,0,12/12/2007,158.66666666666666,Education,Oni,emmccarty
325,I challenge you to finish filling out your pros/cons.,0,12/12/2007,158.66666666666666,Society,RebmaEiram,kbtaft
327,Yellow Notebook paper is better for the eye than white notebook paper,0,12/12/2007,158.66666666666666,Health,DrAcula,repete21
328,Global Warming (caused by man) is a Complete and Utter Hoax,0,12/12/2007,158.6,Politics,Solarman1969,emmccarty
330,Show Choir Competition judges are/can be picked with a bias against some choirs.,0,12/12/2007,158.66666666666666,Arts,soccergamer92,forensics
331,"gay marriage: ya, another one",0,12/12/2007,158.63333333333333,Society,Darth_Grievous_42,wingnut2280
332,People shouldn't judge music on genre alone.,0,12/12/2007,158.66666666666666,Arts,jordan.leckband,wingnut2280
333,The police force is only around due to human stupidity.,0,12/12/2007,158.66666666666666,Society,Darth_Grievous_42,cjet79
334,Vegetarianism,0,12/12/2007,158.63333333333333,Society,iq_two,thegreats
335,Bush Derangement Syndrome should be officially classified in the DSM for mental illness,0,12/12/2007,158.66666666666666,Politics,Solarman1969,Rob
340,"We shouldn't waste our time observing ""rights"" and ""liberties"" when fighting terrorism",0,12/12/2007,158.6,Politics,wingnut2280,hattopic
342,The United States Federal Government should modify Public Law 480.,0,12/12/2007,158.63333333333333,Politics,Carpet4Christmas,clsmooth
343,"Determinism:
Free will is an illusion",0,12/12/2007,158.66666666666666,Science,Los_Altos_JW,Darth_Grievous_42
345,The Golden Compass Boycotters Are Ignorant.,0,12/13/2007,158.56666666666666,Religion,Adrian_Felix,kels1123
346,Mormonism is a Denomination within Christianity,0,12/13/2007,158.56666666666666,Religion,joze14rock,thrica
348,Neversoft Ruined Guitar Hero,0,12/13/2007,158.63333333333333,Technology,DrAcula,stupidmidget
349,Marijuana Should NOT Be Legalized,2,12/13/2007,158.56666666666666,Health,VaLoR,clsmooth
350,SSM should be Legalized,0,12/13/2007,158.6,Politics,OhioForHillary,goldspurs
351,Domestic Infastructue,0,12/13/2007,158.6,Politics,thegreats,clsmooth
352,"Religion Science and Philosophy should not be separated, they all point to a common and real truth.",0,12/13/2007,158.63333333333333,Religion,joe.mullet,Cooperman88
354,The U.S. Gov't should decrease its authority to search w/o probable cause.,0,12/13/2007,158.76666666666668,Politics,Mooskas,jobes2007
357,Is Bud light better than regular Bud because it Taste great?,0,12/13/2007,158.63333333333333,Entertainment,kels1123,dulinl
358,Why can't I choose Fred Thompson as a candidate I support?,0,12/13/2007,158.56666666666666,Politics,clsmooth,SolaGratia
359,Christianity does not support determinism,0,12/13/2007,158.6,Religion,Aziar44,kvaughan
364,Should we establish more government funding to support artistic projects?,0,12/13/2007,158.63333333333333,Arts,Bdivo05,Daxitarian
366,"When Concerning Adults, State Legislatures Should Repeal Mandatory Seatbelt Laws",0,12/13/2007,158.6,Politics,KevinL75,Ross
369,Full Drug Legalization,1,12/13/2007,158.6,Politics,cjet79,dlw7505
370,"The Recycle Bin(Windows) v. The Trash Can(Mac OS)

Which is the better data receptacle?(paradigm)",0,12/13/2007,158.76666666666668,Technology,JoeDSileo,thrica
372,Abortion before the third trimester,0,12/13/2007,158.76666666666668,Politics,UBERdude63,SumIDLtalk
374,Every action we do is in the pursuit of happiness,0,12/13/2007,158.6,Society,UBERdude63,Daxitarian
377,Automotive companies in Michigan should not replace low skill laborers with automation.,0,12/13/2007,158.63333333333333,Technology,falloutgirl5005,supremecourt101
379,Once Saved Always Saved,0,12/13/2007,158.6,Religion,Tatarize,countrylover
380,Politicians should be required to take random drug tests,0,12/13/2007,158.56666666666666,Politics,Solarman1969,MWorley
381,the war in iraq is necessary until we finish it,0,12/13/2007,158.56666666666666,Politics,wheelhouse3,marxandlennon
383,Queen is easily the most popular and influential band in the history of the post-Beatle era.,0,12/13/2007,158.56666666666666,Entertainment,coolriser092,Tatarize
384,The US government should give remuneration to people who were sent to jail and then proven innocent.,0,12/13/2007,158.56666666666666,Miscellaneous,AK-47debater,dlw7505
386,Should the death penalty exist?,0,12/13/2007,158.56666666666666,Politics,BigPlayer098,Rinaldanator
392,Lib's have hi-jacked this website.,0,12/13/2007,158.56666666666666,Politics,dulinl,repete21
394,The United States of America is the greatest country in the world.,1,12/13/2007,158.56666666666666,Society,iamsano,hattopic
395,Globalization is way more prejudicial for third world countries than it is beneficial.,0,12/13/2007,158.6,Politics,SofiLove,repete21
396,Abortion-For or Against?,0,12/13/2007,158.56666666666666,Health,A-ThiestSocialist,countrylover
397,Liberal Progressives and Radical Feminist are attempting to emasculate men and destroy masculinity.,0,12/13/2007,158.6,Society,conservativemike08,Cooperman88
398,We should a limited number of voters or limeted time on www.debate.org,0,12/13/2007,158.6,News,iamsano,repete21
401,Anne Coulter is a Neo-Nazi.,0,12/13/2007,158.63333333333333,Politics,Adrian_Felix,Eick
403,Safe sex should be taught in public schools instead of abstinence.,-1,12/13/2007,158.56666666666666,Education,swellness,schoolglutton
406,New England Patriots SUCK and are cheaters,0,12/14/2007,158.56666666666666,Sports,I-M-Right,RepublicanView333
413,Allow Concealed Carry on College Campuses,0,12/14/2007,158.53333333333333,Politics,adamh,guitaristofra
414,PS3 will stay in third in the console war.,0,12/14/2007,158.6,Entertainment,markchengy,tenjusato
417,The Crusades were simply a series of war crimes committed by the Christians,0,12/14/2007,158.56666666666666,Religion,msoshima54,robzilla180
418,Abortion is just morally wrong.,0,12/14/2007,158.56666666666666,Politics,ghatem,Heller
419,Drug legalization,18,12/14/2007,158.56666666666666,Politics,TheSloth,Heller
421,Political Correctness has been taken too far.,0,12/14/2007,158.56666666666666,Society,repete21,KevinL75
424,George Bush is a good president.,1,12/14/2007,158.56666666666666,Politics,mrpresident,policydebategod
425,"Supporting Ron Paul is a fad and considered ""cool"" by college students.",1,12/14/2007,158.53333333333333,Politics,artC,Daxitarian
427,Iran is still a threat despite 2003 report that the nuclear weapon develop was stopped.,0,12/14/2007,158.56666666666666,Politics,moderate84,miroslava
429,Gay Marriage Should Be Legal,0,12/14/2007,158.53333333333333,Politics,FunkeeMonk91,righty10294
430,The troop Surge is a viable solution to the situation in Iraq.,0,12/14/2007,158.6,Politics,muffinman,asian_invasion
431,Clarence Thomas isn't fit to be on the Supreme Court.,0,12/14/2007,158.6,Politics,supremecourt101,repete21
433,"If a Single God Exists and Is Responsible For Creating Our World, This God Is a Jerk",1,12/14/2007,158.53333333333333,Religion,schoolglutton,midgetjoe
435,A Revolution In America Is Not Possible,0,12/14/2007,158.56666666666666,Politics,FunkeeMonk91,kvaughan
436,Should sex offenders get harsher punishments?,0,12/14/2007,158.6,Politics,gonovice,KevinL75
437,Capital Punishment and should it be used in society,0,12/14/2007,158.6,Society,Jokerdude,TheLibertarian
438,"I am God, and you do not exist--Take II",0,12/14/2007,158.6,Religion,Fenrir,kvaughan
